Node,Centrality
188165,0.22116087100305193
34717,0.22413376663516638
739032,0.2110689035339366
444478,0.20244867334985073
588995,0.17056586815997787
700663,0.19539480842893406
773938,0.16969297967552127
230403,0.19938306427456204
931530,0.1789664943531731
474240,0.176139637917711
614333,0.16804006585445774
52549,0.25621639511845357
504496,0.18005054283012242
985164,0.14517551837845982
846820,0.1884432006530237
432580,0.18699516664958554
1012158,0.1268267350532646
176891,0.258081351559828
43004,0.22195986455799166
901858,0.23329390589051752
990009,0.17652621841835392
72637,0.23041270037206663
1145297,0.15149636987204712
466462,0.2108250586466791
789405,0.17034126971142569
571589,0.151075281985965
384636,0.20959221001605247
1051040,0.19255664391335087
209460,0.2034348539678875
107674,0.2257870442858453
1026470,0.12137437464693714
73680,0.2200657120374726
231948,0.19436605293507744
735194,0.20462147185007623
790671,0.18252039482942323
184041,0.20534993422731113
773402,0.17293125043808455
615878,0.1470726822642026
629660,0.14613611792574066
18205,0.23458021640126195
96547,0.2067746360547112
966238,0.1516096845715846
1007305,0.11418307601060648
834138,0.1569197091212176
605299,0.15168569361090833
949376,0.16382213787002883
609367,0.16232464184606485
1096098,0.1587218494652229
1047999,0.17848378996363765
586648,0.16892112844396517
457167,0.18005142835203672
155519,0.21997276722763592
871801,0.14852763957466947
413955,0.211113899368624
618074,0.15167711826452646
152574,0.20975300877149047
716316,0.19589430960265986
1087186,0.10976728413820772
280535,0.20119498463145452
368487,0.20264337081560774
725146,0.2062855820630685
1067483,0.21449314093464275
543297,0.17625004173729653
587685,0.16809166053479407
470430,0.18017460070752833
911719,0.18966925132313509
917421,0.19277326797085867
566283,0.1683815819713492
1021369,0.19182732297296864
1094269,0.16474225984035712
475704,0.1820280777302231
1106865,0.1674717162778213
277710,0.20409382112511115
417349,0.20137301923167347
128502,0.25377723424632753
353690,0.18480455129381537
521068,0.2094529936897729
82659,0.22307878439066312
822483,0.17415095407995798
1137231,0.1282477541452372
258424,0.20535060304795433
782878,0.2363157704043748
465466,0.20804820150861614
1017322,0.15077225529793783
1058345,0.18320721471160606
842822,0.1754066354396862
23113,0.2687402498131658
910493,0.18914845038934225
315203,0.19051882258260008
59383,0.22392710666957635
